da9295d75f62fcbf89a16cc0b672ad49.vir,1,0.64793885
e02a096f1967f229ee0ee50a6fef5aed.vir,1,0.9996835
f23d773e878edf82b5877bab76bbeb10.vir,0,0.9603867
fb074cb97eb22be79676c021dc03dfb7.vir,1,0.9996295
1005cc36e5c13ba3ba5886929bc7a606.vir,0,0.8707503
45baab0b05fc6e881fb7194f4be64ef6.vir,0,0.04496724
1ab289e94bf233895b45d2df2c181ad3.vir,1,0.99829787
324921e46866ceaf5272a3ea6e9ffea7.vir,1,0.99831045
0eb81b39a9ba31f4595b19a3da37fadc.vir,1,0.99989545
931c5ed8ec5a301b675606a49c8781bb.vir,1,0.999067
4774094e05933f6c5f8f91f883e85119.vir,1,0.9996886
81ba6a29889c541fa0540b45937af659.vir,1,0.9944167
b46792c856d70c617f22c28d9ab53f90.vir,1,0.999998
9ea03dd25faf4b533689e5220dcdb412.vir,1,0.9480483
e83289f543ef0c2e23904c6780c29893.vir,1,0.9999645
0fbb2e11ef173ecdc3baecc30abbb10c.vir,0,0.9999654
0a84eed00027d2627b802ba5943fb2d1.vir,1,0.99995923
c2d148b7f501859084940452942ba73d.vir,0,0.95657164
ddb770d787ad5e2c375efdaa0f0ac672.vir,1,0.9929437
6908bf950e08d145bf76ff9c2d7d1d22.vir,0,0.92135656
39a2136a52c7f760298053547b5b2bc2.vir,1,0.99999845
c85beb501117b73f627519492c9e7193.vir,1,0.9998047
2bd346314048a180d1ca134afcb2d524.vir,1,0.9999732
323dae9cf4636754247fef989de404aa.vir,0,0.000109446366
0dbe0a5ff309abeaf50d52349117b395.vir,1,0.9998753
94762be7fe7781e15eb85e5d48fc186e.vir,0,0.072987415
d20bbb69ba293c0c0f0839614eedcf92.vir,1,0.9951149
f7777197364ddebe37aa35dcc5703768.vir,0,0.010762471
2551d4b206296860d79eff0f54961990.vir,0,0.9999604
d963bcf8c952ac78f69bdde09ef9233d.vir,1,0.9995559
c04f331fee0638e6bfaeee109124955b.vir,1,0.99999034
848cb4c6bba092882a98b9dffd90f16e.vir,1,0.79497576
e80889a14fe064ee30f91d115428e508.vir,1,0.9994709
e9d3160407eee88f21d964fd70a38d6b.vir,1,0.9999994
e4528f389522f64d743c9ff4bf73ea7c.vir,1,0.9999994
8b7ea4c63dd23be4a728205a43ef60fe.vir,1,0.99753153
087dba31dbd0ac3a4547945e0512362c.vir,0,0.00057998503
4835ce33c858f6d6e5fce6ab1ab1138d.vir,1,0.61823255
ed123fc5cf646764d4d740b2f55ca207.vir,1,0.9644323
8ef8634853902590c2b64f1e7b4586c3.vir,1,0.99998987
ce0af060013a6d0f1d623440c7bde978.vir,1,0.9998048
6cf87bb84053b34cd15000f60d93f443.vir,1,0.9909209
9a4a8299b5c59dd1e60954714c54f65d.vir,1,0.98681784
6357fec867157f12246b27b9777ad93f.vir,0,1.334437e-15
5c96c0ed37bd5075d9981b3be54a7b91.vir,1,0.94765866
71e3ca1cea88a1238a50e99fc0215a1b.vir,0,0.00082205294
57a9e6a8704e81c2ff5cce53cbe81cc5.vir,0,0.5040324
b9836db6b43a9df83356042d9fcbefda.vir,0,0.7457821
8cc595ae3e7cef93cb1bcdda48b4e39c.vir,1,0.8523704
f993bcb22b20233fd19f6f03a26025ed.vir,1,0.9994986
57890ff63435682499a9c853b2257a03.vir,1,0.9982514
c222fdfd3fb87cb391a93bcd2c6e958b.vir,0,0.9833981
af6c3edd723339ecb0612f720b25c393.vir,1,0.99999917
563a1570d821ef54c5de25d5e20dea8d.vir,0,0.99985254
d8083692ef8415f09db0e5307e015048.vir,1,0.9999999
9802b67704e0e5860dec37422d13b8b4.vir,1,0.997382
ea0f706f20980eaf2f49a5ca33911cd7.vir,1,0.7804261
b1bc5f0bbe8c4ce23351125b2095e936.vir,1,0.99996173
22300eccc1d49dfff31088d24666c265.vir,1,0.9999989
0db3238e7ae876e32847e3269ab90969.vir,1,0.9959436
4b03d0e70327968d7c6dc1959f815d49.vir,1,0.99878806
f9ac848fad120eb250c3e0db2fb1c0cc.vir,1,0.99880695
9f4b37e356cb61ac98ed5071420d6555.vir,1,0.99997985
8911b777f596904c70d1abb1119746db.vir,1,1.0
d64232eecdad18ab554b475c7052f9f4.vir,0,0.5483027
ad4a7d2f972a5b34c85cd2ce95e8dea3.vir,1,1.0
2a480f28394b06373b88aad510a3ed2d.vir,1,0.6580241
85e820fcd42024ad7ecd6a70cac618b0.vir,0,0.9923665
5ae61f00e3050f7028191a41a9eb9690.vir,1,0.5114314
8b9c853d945a3a76a72b53f8c40019a9.vir,1,0.9999577
1e02b2e67e201f3db3590d22d73869d6.vir,0,0.1589877
