0003d41850ff6725fc5e73989488cb23.vir,1,0.9996697
000bacc046f531ca70d2bb57e417892e.vir,1,0.9999763
001ca02abe2fe47af56c03a305384c2e.vir,0,2.3119712e-05
0025a89dea3ef4c23145c30fd4abbbe2.vir,1,0.9999993
0026701e55b9f4e36d75924a3d25c43f.vir,1,0.9999553
002c4f7b6c06a78783103f5b9d1f597c.vir,0,0.019617964
002e0653260da1cce613d2c74a91b3a1.vir,1,0.99999845
0033095911a3a975b6731edc35fcba4b.vir,1,0.9999999
003564fe8c91b2192b8c5fb6dd764f23.vir,1,0.999121
003800981c258211ea8a38e662b3db0a.vir,1,0.9999907
003d96e92996c96be39e1daee8df15b0.vir,0,0.37391612
0046fd42d35db75bd5cecb3cd10def0c.vir,1,1.0
004e95a00d497f2829551e36d284953b.vir,1,1.0
00524d1f6433beaee24dd6207b6e2a00.vir,0,1.1550474e-09
00548c1d7eb6199c96a54d8dc9d81321.vir,1,0.8505981
00660d05f1de5e1c2468ed2dbbda93a9.vir,0,1.8592324e-05
0071730b3270f69ccb49c3869d287be5.vir,1,0.99991894
00750407182db9c65b05e98ee06183aa.vir,0,0.0002661029
0090eb6b810f6bd5cb26b42f64518c44.vir,1,0.99999964
009556c5c3ab070c4d1bb64ffd7b4c85.vir,1,0.9185679
00ac0e53c10b702e3b5daee7d81e75b5.vir,1,1.0
00ac4aa068a76398c997f6d10f7ec9be.vir,0,0.00035366797
00b26ae6c1cd54c52fe117215ae78c68.vir,1,0.99999535
00be5185f9597aab21b77c9973391423.vir,0,0.43983606
00beaa2cc0ae6f3a2589bb7e2f87dc87.vir,1,0.999992
00c7f12a53de78189ecaa896038d5736.vir,1,0.9999994
00d66378f23a95d3364454a4dbf63f9d.vir,0,0.13408695
00dd9bd7b1e43dd69871f69db2f649b2.vir,1,0.99994814
00e8c81a8f01f1315f6f0f3b9bb06f73.vir,1,0.99915755
00ebd62e9261132b04ac1aa4b4225a77.vir,1,1.0
00f3a063c9b84312abf9608a01012c5f.vir,1,1.0
00f4c5c1ed78ab0523a1ece4b0f088b4.vir,0,2.5996139e-10
01005ecbd0bf2d79f48d6c792f8637dd.vir,1,0.99890065
0103d27e7bc1b53b2b6e1eacd274f396.vir,1,0.99988925
0106815f62cc259491fc4984d8e0865b.vir,0,0.007084038
01198edee6498f4b4d282b205e2e733d.vir,0,3.0804863e-08
0123e35ea16619458bbc4020017277e7.vir,1,0.9999324
0125d74f28a7bf0c05391164fc66bcef.vir,1,0.9999827
013149168e965dbb6bbc8c44ee08d5fc.vir,0,0.65472347
013e90caf202ca854b31c350ae5772bd.vir,1,0.99996865
01411832309d06be7da7ffad264a5663.vir,1,0.99999845
01428b1a1c4634781df5169a4815ae9a.vir,0,5.7243406e-09
0146bc3abfb0ea3401f014c7e33095ec.vir,1,1.0
014cd91ee433fe19857095529c1c2b0b.vir,1,0.5787839
0157972210ea28c38e08183bb542e3e5.vir,0,1.7114226e-06
015b4fae905bdb8939893e0e0f026179.vir,0,0.17534779
015fa9e3c4e5b8afb05a69db86cebdb6.vir,0,4.782587e-05
0173a3328df4f44af8ca45a0ed08b29f.vir,1,1.0
017c33166e768bd9221af9ced67a2148.vir,1,0.9999678
018868d440d07802fdf47c7976e7b5f9.vir,0,0.6301224
0190d4444f7c45e13fca41c6f0e9cc2c.vir,1,0.99989927
01921889fd06cb1d26dd78f80b3bd54d.vir,1,0.8788415
0197d215f69d087468d9ed881931869b.vir,1,0.9999994
0198bea35abbd71045302e83decad364.vir,1,0.9999907
019e1f597162b35abd9df7b56f37477f.vir,1,0.42340448
01a059bd14724f1aa407e7bd625b455c.vir,1,0.99998474
01a12f1b724800c1724bcfd7447bf806.vir,1,0.99999475
01a272d667b51d98a40e0471f63e68b7.vir,0,2.309074e-09
01c19af0a488a3e8c77f3c2c30da98f2.vir,0,9.773104e-08
01c4af0c73dcee9542cc57b6d83de34b.vir,1,0.9999871
01c5fcd1728bae26bf7f39130e3b8d34.vir,1,0.9999994
01cc08ac2e57050bcc7a052b0ff45b45.vir,1,0.99922717
01cd79b3e523d6fd1604bab9f0a22c81.vir,1,0.9999715
01d5305547dfed55460d6e3d745870f8.vir,1,0.99999654
01d6158ccfe5e6db4f0ecd72d8d178e9.vir,1,1.0
01d6543f3a57dfb27f55ac84b0ed682c.vir,1,0.99648905
01d846858975f1b26b267f585846af52.vir,1,1.0
01db104f4c65af73e853569b77c155a0.vir,1,1.0
01db6a1bc30f3f2463f359f3c3605b57.vir,0,1.1084075e-15
